STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,FREQ,Frequency,CLIMATE_CHANGE_INDICATORS,Climate Change Indicators,GEO_PICT,Pacific Island Countries and territories,TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_STATUS,Observation Status,UNIT_MEASURE,Unit of measure,ERROR_TYPE,Error type,ERROR_VAL,Error value,REPORTING_TYPE,Reporting Type,OBS_COMMENT,Comment
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,POWER_GEN,Power generation,WS,Samoa,2007,,119.6,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,POWER_GEN,Power generation,WS,Samoa,2008,,109.9,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,POWER_GEN,Power generation,WS,Samoa,2009,,107.8,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,POWER_GEN,Power generation,WS,Samoa,2010,,111.8,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,POWER_GEN,Power generation,WS,Samoa,2011,,109.5,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,POWER_GEN,Power generation,WS,Samoa,2012,,112.9,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,POWER_GEN,Power generation,WS,Samoa,2013,,118.8,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,POWER_GEN,Power generation,WS,Samoa,2014,,128.7,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,POWER_GEN,Power generation,WS,Samoa,2015,,137,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,POWER_GEN,Power generation,WS,Samoa,2016,,148,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,POWER_GEN,Power generation,WS,Samoa,2017,,153.7,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,POWER_GEN,Power generation,WS,Samoa,2018,,160.9,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,POWER_GEN,Power generation,WS,Samoa,2019,,170.5,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,POWER_GEN,Power generation,WS,Samoa,2020,,153.1,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,POWER_GEN,Power generation,WS,Samoa,2021,,178.2,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,POWER_GEN,Power generation,WS,Samoa,2022,,181.9,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,POWER_GEN,Power generation,WS,Samoa,2023,,202.2,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,POWER_GEN,Power generation,SB,Solomon Islands,2000,,59.8,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,POWER_GEN,Power generation,SB,Solomon Islands,2001,,57.8,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,POWER_GEN,Power generation,SB,Solomon Islands,2002,,55.4,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,POWER_GEN,Power generation,SB,Solomon Islands,2003,,55.4,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,POWER_GEN,Power generation,SB,Solomon Islands,2004,,61.9,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,POWER_GEN,Power generation,SB,Solomon Islands,2005,,68.9,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,POWER_GEN,Power generation,SB,Solomon Islands,2006,,70.8,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,POWER_GEN,Power generation,SB,Solomon Islands,2007,,78.5,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,POWER_GEN,Power generation,SB,Solomon Islands,2008,,81.2,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,POWER_GEN,Power generation,SB,Solomon Islands,2009,,82.8,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,POWER_GEN,Power generation,SB,Solomon Islands,2010,,86.2,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,POWER_GEN,Power generation,SB,Solomon Islands,2011,,88,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,POWER_GEN,Power generation,SB,Solomon Islands,2012,,88.3,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,POWER_GEN,Power generation,SB,Solomon Islands,2013,,85.6,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,POWER_GEN,Power generation,SB,Solomon Islands,2014,,90.5,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,POWER_GEN,Power generation,SB,Solomon Islands,2015,,91.7,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,POWER_GEN,Power generation,SB,Solomon Islands,2016,,96.2,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,POWER_GEN,Power generation,SB,Solomon Islands,2017,,99.9,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,POWER_GEN,Power generation,SB,Solomon Islands,2018,,101.9,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,POWER_GEN,Power generation,SB,Solomon Islands,2019,,104.6,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,POWER_GEN,Power generation,SB,Solomon Islands,2020,,104.5,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,POWER_GEN,Power generation,SB,Solomon Islands,2021,,104,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,POWER_GEN,Power generation,SB,Solomon Islands,2022,,105.7,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,POWER_GEN,Power generation,SB,Solomon Islands,2023,,110.9,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,POWER_GEN,Power generation,CK,Cook Islands,2000,,24.8,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,POWER_GEN,Power generation,CK,Cook Islands,2001,,25.9,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,POWER_GEN,Power generation,CK,Cook Islands,2002,,27.8,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,POWER_GEN,Power generation,CK,Cook Islands,2003,,29.2,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,POWER_GEN,Power generation,CK,Cook Islands,2004,,29.8,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,POWER_GEN,Power generation,CK,Cook Islands,2005,,30.4,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,POWER_GEN,Power generation,CK,Cook Islands,2006,,32.2,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,POWER_GEN,Power generation,CK,Cook Islands,2007,,33.8,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,POWER_GEN,Power generation,CK,Cook Islands,2008,,33.6,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,POWER_GEN,Power generation,CK,Cook Islands,2009,,32.7,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,POWER_GEN,Power generation,CK,Cook Islands,2010,,33.8,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,POWER_GEN,Power generation,CK,Cook Islands,2011,,33.7,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,POWER_GEN,Power generation,CK,Cook Islands,2012,,33,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,POWER_GEN,Power generation,CK,Cook Islands,2013,,32.6,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,POWER_GEN,Power generation,CK,Cook Islands,2014,,32.6,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,POWER_GEN,Power generation,CK,Cook Islands,2015,,32.8,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,POWER_GEN,Power generation,CK,Cook Islands,2016,,34.3,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,POWER_GEN,Power generation,CK,Cook Islands,2017,,36.6,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,POWER_GEN,Power generation,CK,Cook Islands,2018,,42,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,POWER_GEN,Power generation,CK,Cook Islands,2019,,39.1,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,POWER_GEN,Power generation,CK,Cook Islands,2020,,33.9,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,POWER_GEN,Power generation,CK,Cook Islands,2021,,33.7,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,POWER_GEN,Power generation,CK,Cook Islands,2022,,37.5,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,POWER_GEN,Power generation,CK,Cook Islands,2023,,43.6,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,POWER_GEN,Power generation,TK,Tokelau,2000,,0.6,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,POWER_GEN,Power generation,TK,Tokelau,2001,,0.6,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,POWER_GEN,Power generation,TK,Tokelau,2002,,0.6,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,POWER_GEN,Power generation,TK,Tokelau,2003,,0.6,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,POWER_GEN,Power generation,TK,Tokelau,2004,,0.6,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,POWER_GEN,Power generation,TK,Tokelau,2005,,0.6,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,POWER_GEN,Power generation,TK,Tokelau,2006,,0.6,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,POWER_GEN,Power generation,TK,Tokelau,2007,,0.7,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,POWER_GEN,Power generation,TK,Tokelau,2008,,0.7,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,POWER_GEN,Power generation,TK,Tokelau,2009,,0.8,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,POWER_GEN,Power generation,TK,Tokelau,2010,,0.8,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,POWER_GEN,Power generation,TK,Tokelau,2011,,0.9,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,POWER_GEN,Power generation,TK,Tokelau,2012,,0.9,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,POWER_GEN,Power generation,TK,Tokelau,2013,,1.2,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,POWER_GEN,Power generation,TK,Tokelau,2014,,1.2,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,POWER_GEN,Power generation,TK,Tokelau,2015,,1.6,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,POWER_GEN,Power generation,TK,Tokelau,2016,,1.8,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,POWER_GEN,Power generation,TK,Tokelau,2017,,1.8,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,POWER_GEN,Power generation,TK,Tokelau,2018,,1.8,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,POWER_GEN,Power generation,TK,Tokelau,2019,,1.8,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,POWER_GEN,Power generation,TK,Tokelau,2020,,1.8,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,POWER_GEN,Power generation,TK,Tokelau,2021,,1.8,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,POWER_GEN,Power generation,TK,Tokelau,2022,,1.8,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,POWER_GEN,Power generation,TK,Tokelau,2023,,1.8,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,POWER_GEN,Power generation,FJ,Fiji,2000,,673.4,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,POWER_GEN,Power generation,FJ,Fiji,2001,,706.7,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,POWER_GEN,Power generation,FJ,Fiji,2002,,767.4,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,POWER_GEN,Power generation,FJ,Fiji,2003,,777.9,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,POWER_GEN,Power generation,FJ,Fiji,2004,,809.1,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,POWER_GEN,Power generation,FJ,Fiji,2005,,841.9,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,POWER_GEN,Power generation,FJ,Fiji,2006,,902.7,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,POWER_GEN,Power generation,FJ,Fiji,2007,,909.2,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,POWER_GEN,Power generation,FJ,Fiji,2008,,914.6,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,POWER_GEN,Power generation,FJ,Fiji,2009,,905,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,POWER_GEN,Power generation,FJ,Fiji,2010,,957.8,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,POWER_GEN,Power generation,FJ,Fiji,2011,,931.2,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,POWER_GEN,Power generation,FJ,Fiji,2012,,920.7,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,POWER_GEN,Power generation,FJ,Fiji,2013,,969.3,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,POWER_GEN,Power generation,FJ,Fiji,2014,,995,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,POWER_GEN,Power generation,FJ,Fiji,2015,,1019.3,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,POWER_GEN,Power generation,FJ,Fiji,2016,,1030.5,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,POWER_GEN,Power generation,FJ,Fiji,2017,,1112.6,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,POWER_GEN,Power generation,FJ,Fiji,2018,,1140.3,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,POWER_GEN,Power generation,FJ,Fiji,2019,,1227.8,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,POWER_GEN,Power generation,FJ,Fiji,2020,,1141.9,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,POWER_GEN,Power generation,FJ,Fiji,2021,,1094.9,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,POWER_GEN,Power generation,FJ,Fiji,2022,,1245.6,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,POWER_GEN,Power generation,FJ,Fiji,2023,,1284.5,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,POWER_GEN,Power generation,NC,New Caledonia,2000,,1645.3,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,POWER_GEN,Power generation,NC,New Caledonia,2001,,1729.1,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,POWER_GEN,Power generation,NC,New Caledonia,2002,,1749.5,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,POWER_GEN,Power generation,NC,New Caledonia,2003,,1758,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,POWER_GEN,Power generation,NC,New Caledonia,2004,,1677.8,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,POWER_GEN,Power generation,NC,New Caledonia,2005,,1883.4,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,POWER_GEN,Power generation,NC,New Caledonia,2006,,1872.9,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,POWER_GEN,Power generation,NC,New Caledonia,2007,,1926.9,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,POWER_GEN,Power generation,NC,New Caledonia,2008,,1880.7,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,POWER_GEN,Power generation,NC,New Caledonia,2009,,1953.9,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,POWER_GEN,Power generation,NC,New Caledonia,2010,,2131.7,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,POWER_GEN,Power generation,NC,New Caledonia,2011,,2258.1,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,POWER_GEN,Power generation,NC,New Caledonia,2012,,2287.3,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,POWER_GEN,Power generation,NC,New Caledonia,2013,,2504.9,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,POWER_GEN,Power generation,NC,New Caledonia,2014,,3010.8,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,POWER_GEN,Power generation,NC,New Caledonia,2015,,2902.8,,,,GWH,Gigawatt-hour,,,,,N,National,,
